id,wkt
,POINT (2.378480911254883 7.646120071411133)
,"POLYGON ((3.578480911254883 7.646120071411133, 3.5554232477387595 7.4120116849917785, 3.487136350268427 7.186899952573025, 3.376244446017937 6.97943579178761, 3.22700904867874 6.797591933987276, 3.0451651908784054 6.648356536648079, 2.8377010300929904 6.5374646323975885, 2.6125892976742366 6.469177734927256, 2.378480911254883 6.446120071411133, 2.144372524835529 6.469177734927256, 1.9192607924167753 6.5374646323975885, 1.7117966316313606 6.648356536648079, 1.529952773831026 6.797591933987276, 1.3807173764918286 6.97943579178761, 1.2698254722413387 7.186899952573025, 1.2015385747710061 7.412011684991779, 1.1784809112548829 7.646120071411134, 1.2015385747710066 7.880228457830488, 1.2698254722413393 8.105340190249242, 1.3807173764918295 8.312804351034657, 1.5299527738310272 8.494648208834992, 1.711796631631362 8.643883606174189, 1.9192607924167775 8.754775510424677, 2.1443725248355316 8.82306240789501, 2.378480911254886 8.846120071411132, 2.6125892976742398 8.823062407895009, 2.837701030092994 8.754775510424675, 3.0451651908784085 8.643883606174185, 3.2270090486787426 8.494648208834986, 3.3762444460179397 8.312804351034652, 3.4871363502684285 8.105340190249237, 3.5554232477387604 7.880228457830482, 3.578480911254883 7.646120071411133))"
,POINT (2.760072708129883 5.288515090942383)
,"POLYGON ((3.960072708129883 5.288515090942383, 3.9370150446137595 5.0544067045230285, 3.868728147143427 4.829294972104275, 3.757836242892937 4.62183081131886, 3.60860084555374 4.439986953518526, 3.4267569877534054 4.290751556179329, 3.2192928269679904 4.1798596519288385, 2.9941810945492366 4.111572754458506, 2.760072708129883 4.088515090942383, 2.525964321710529 4.111572754458506, 2.3008525892917753 4.1798596519288385, 2.0933884285063606 4.290751556179329, 1.911544570706026 4.439986953518526, 1.7623091733668286 4.62183081131886, 1.6514172691163387 4.829294972104275, 1.5831303716460061 5.054406704523029, 1.5600727081298829 5.288515090942384, 1.5831303716460066 5.522623477361738, 1.6514172691163393 5.747735209780492, 1.7623091733668295 5.955199370565907, 1.9115445707060272 6.137043228366241, 2.093388428506362 6.286278625705438, 2.3008525892917775 6.397170529955928, 2.5259643217105316 6.4654574274262595, 2.760072708129886 6.488515090942383, 2.9941810945492398 6.465457427426259, 3.219292826967994 6.397170529955925, 3.4267569877534085 6.286278625705435, 3.6086008455537426 6.137043228366237, 3.7578362428929397 5.955199370565902, 3.8687281471434285 5.747735209780487, 3.9370150446137604 5.522623477361732, 3.960072708129883 5.288515090942383))"
,POINT (1.1644916534423828 5.288515090942383)
,"POLYGON ((2.364491653442383 5.288515090942383, 2.3414339899262595 5.0544067045230285, 2.273147092455927 4.829294972104275, 2.162255188205437 4.62183081131886, 2.01301979086624 4.439986953518526, 1.8311759330659054 4.290751556179329, 1.6237117722804906 4.1798596519288385, 1.3986000398617369 4.111572754458506, 1.1644916534423828 4.088515090942383, 0.930383267023029 4.111572754458506, 0.7052715346042752 4.1798596519288385, 0.4978073738188605 4.290751556179329, 0.3159635160185259 4.439986953518526, 0.1667281186793285 4.62183081131886, 0.0558362144288387 4.829294972104275, -0.0124506830414939 5.054406704523029, -0.0355083465576171 5.288515090942384, -0.0124506830414934 5.522623477361738, 0.0558362144288393 5.747735209780492, 0.1667281186793295 5.955199370565907, 0.3159635160185272 6.137043228366241, 0.497807373818862 6.286278625705438, 0.7052715346042774 6.397170529955928, 0.9303832670230315 6.4654574274262595, 1.1644916534423857 6.488515090942383, 1.39860003986174 6.465457427426259, 1.6237117722804937 6.397170529955925, 1.8311759330659085 6.286278625705435, 2.0130197908662426 6.137043228366237, 2.1622551882054397 5.955199370565902, 2.2731470924559285 5.747735209780487, 2.3414339899262604 5.522623477361732, 2.364491653442383 5.288515090942383))"
,POINT (1.1644916534423828 6.710004806518555)
,"POLYGON ((2.364491653442383 6.710004806518555, 2.3414339899262595 6.4758964200992, 2.273147092455927 6.250784687680447, 2.162255188205437 6.043320526895032, 2.01301979086624 5.8614766690946976, 1.8311759330659054 5.7122412717555004, 1.6237117722804906 5.60134936750501, 1.3986000398617369 5.533062470034678, 1.1644916534423828 5.5100048065185545, 0.930383267023029 5.533062470034678, 0.7052715346042752 5.60134936750501, 0.4978073738188605 5.7122412717555004, 0.3159635160185259 5.8614766690946976, 0.1667281186793285 6.043320526895032, 0.0558362144288387 6.250784687680447, -0.0124506830414939 6.475896420099201, -0.0355083465576171 6.710004806518556, -0.0124506830414934 6.94411319293791, 0.0558362144288393 7.169224925356664, 0.1667281186793295 7.376689086142079, 0.3159635160185272 7.558532943942413, 0.497807373818862 7.70776834128161, 0.7052715346042774 7.8186602455321, 0.9303832670230315 7.886947143002431, 1.1644916534423857 7.910004806518555, 1.39860003986174 7.8869471430024305, 1.6237117722804937 7.818660245532097, 1.8311759330659085 7.707768341281607, 2.0130197908662426 7.558532943942409, 2.1622551882054397 7.376689086142074, 2.2731470924559285 7.169224925356659, 2.3414339899262604 6.944113192937904, 2.364491653442383 6.710004806518555))"
,POINT (1.1644916534423828 6.710084915161133)
,"POLYGON ((2.364491653442383 6.710084915161133, 2.3414339899262595 6.4759765287417785, 2.273147092455927 6.250864796323025, 2.162255188205437 6.04340063553761, 2.01301979086624 5.861556777737276, 1.8311759330659054 5.712321380398079, 1.6237117722804906 5.6014294761475885, 1.3986000398617369 5.533142578677256, 1.1644916534423828 5.510084915161133, 0.930383267023029 5.533142578677256, 0.7052715346042752 5.6014294761475885, 0.4978073738188605 5.712321380398079, 0.3159635160185259 5.861556777737276, 0.1667281186793285 6.04340063553761, 0.0558362144288387 6.250864796323025, -0.0124506830414939 6.475976528741779, -0.0355083465576171 6.710084915161134, -0.0124506830414934 6.944193301580488, 0.0558362144288393 7.169305033999242, 0.1667281186793295 7.376769194784657, 0.3159635160185272 7.558613052584991, 0.497807373818862 7.707848449924188, 0.7052715346042774 7.818740354174678, 0.9303832670230315 7.8870272516450095, 1.1644916534423857 7.910084915161133, 1.39860003986174 7.887027251645009, 1.6237117722804937 7.818740354174675, 1.8311759330659085 7.707848449924185, 2.0130197908662426 7.558613052584987, 2.1622551882054397 7.376769194784652, 2.2731470924559285 7.169305033999237, 2.3414339899262604 6.944193301580482, 2.364491653442383 6.710084915161133))"
,POINT (2.760072708129883 6.710084915161133)
,"POLYGON ((3.960072708129883 6.710084915161133, 3.9370150446137595 6.4759765287417785, 3.868728147143427 6.250864796323025, 3.757836242892937 6.04340063553761, 3.60860084555374 5.861556777737276, 3.4267569877534054 5.712321380398079, 3.2192928269679904 5.6014294761475885, 2.9941810945492366 5.533142578677256, 2.760072708129883 5.510084915161133, 2.525964321710529 5.533142578677256, 2.3008525892917753 5.6014294761475885, 2.0933884285063606 5.712321380398079, 1.911544570706026 5.861556777737276, 1.7623091733668286 6.04340063553761, 1.6514172691163387 6.250864796323025, 1.5831303716460061 6.475976528741779, 1.5600727081298829 6.710084915161134, 1.5831303716460066 6.944193301580488, 1.6514172691163393 7.169305033999242, 1.7623091733668295 7.376769194784657, 1.9115445707060272 7.558613052584991, 2.093388428506362 7.707848449924188, 2.3008525892917775 7.818740354174678, 2.5259643217105316 7.8870272516450095, 2.760072708129886 7.910084915161133, 2.9941810945492398 7.887027251645009, 3.219292826967994 7.818740354174675, 3.4267569877534085 7.707848449924185, 3.6086008455537426 7.558613052584987, 3.7578362428929397 7.376769194784652, 3.8687281471434285 7.169305033999237, 3.9370150446137604 6.944193301580482, 3.960072708129883 6.710084915161133))"
,POINT (2.760072708129883 5.288515090942383)
,"POLYGON ((3.960072708129883 5.288515090942383, 3.9370150446137595 5.0544067045230285, 3.868728147143427 4.829294972104275, 3.757836242892937 4.62183081131886, 3.60860084555374 4.439986953518526, 3.4267569877534054 4.290751556179329, 3.2192928269679904 4.1798596519288385, 2.9941810945492366 4.111572754458506, 2.760072708129883 4.088515090942383, 2.525964321710529 4.111572754458506, 2.3008525892917753 4.1798596519288385, 2.0933884285063606 4.290751556179329, 1.911544570706026 4.439986953518526, 1.7623091733668286 4.62183081131886, 1.6514172691163387 4.829294972104275, 1.5831303716460061 5.054406704523029, 1.5600727081298829 5.288515090942384, 1.5831303716460066 5.522623477361738, 1.6514172691163393 5.747735209780492, 1.7623091733668295 5.955199370565907, 1.9115445707060272 6.137043228366241, 2.093388428506362 6.286278625705438, 2.3008525892917775 6.397170529955928, 2.5259643217105316 6.4654574274262595, 2.760072708129886 6.488515090942383, 2.9941810945492398 6.465457427426259, 3.219292826967994 6.397170529955925, 3.4267569877534085 6.286278625705435, 3.6086008455537426 6.137043228366237, 3.7578362428929397 5.955199370565902, 3.8687281471434285 5.747735209780487, 3.9370150446137604 5.522623477361732, 3.960072708129883 5.288515090942383))"
,POINT (4.113100051879883 2.618898391723633)
,"POLYGON ((5.313100051879883 2.618898391723633, 5.2900423883637595 2.384790005304279, 5.221755490893427 2.1596782728855253, 5.110863586642937 1.9522141121001102, 4.96162818930374 1.770370254299776, 4.779784331503405 1.6211348569605786, 4.57232017071799 1.5102429527100887, 4.347208438299237 1.4419560552397563, 4.113100051879883 1.4188983917236329, 3.878991665460529 1.4419560552397563, 3.6538799330417753 1.5102429527100887, 3.4464157722563606 1.6211348569605786, 3.2645719144560257 1.7703702542997757, 3.1153365171168286 1.9522141121001102, 3.0044446128663385 2.1596782728855253, 2.936157715396006 2.3847900053042794, 2.9131000518798826 2.6188983917236337, 2.9361577153960066 2.853006778142988, 3.0044446128663393 3.0781185105617417, 3.1153365171168295 3.2855826713471568, 3.2645719144560275 3.4674265291474913, 3.446415772256362 3.6166619264866884, 3.6538799330417775 3.727553830737178, 3.8789916654605316 3.7958407282075095, 4.1131000518798855 3.818898391723633, 4.34720843829924 3.7958407282075086, 4.572320170717994 3.7275538307371754, 4.779784331503409 3.616661926486685, 4.961628189303743 3.467426529147487, 5.11086358664294 3.285582671347152, 5.221755490893429 3.0781185105617364, 5.29004238836376 2.853006778142982, 5.313100051879883 2.618898391723633))"
,POINT (1.5460834503173828 2.618898391723633)
,"POLYGON ((2.746083450317383 2.618898391723633, 2.7230257868012595 2.384790005304279, 2.654738889330927 2.1596782728855253, 2.543846985080437 1.9522141121001102, 2.39461158774124 1.770370254299776, 2.2127677299409054 1.6211348569605786, 2.0053035691554904 1.5102429527100887, 1.7801918367367369 1.4419560552397563, 1.5460834503173828 1.4188983917236329, 1.311975063898029 1.4419560552397563, 1.0868633314792753 1.5102429527100887, 0.8793991706938605 1.6211348569605786, 0.6975553128935259 1.7703702542997757, 0.5483199155543285 1.9522141121001102, 0.4374280113038387 2.1596782728855253, 0.3691411138335061 2.3847900053042794, 0.3460834503173829 2.6188983917236337, 0.3691411138335066 2.853006778142988, 0.4374280113038393 3.0781185105617417, 0.5483199155543295 3.2855826713471568, 0.6975553128935272 3.4674265291474913, 0.879399170693862 3.6166619264866884, 1.0868633314792775 3.727553830737178, 1.3119750638980316 3.7958407282075095, 1.5460834503173857 3.818898391723633, 1.78019183673674 3.7958407282075086, 2.005303569155494 3.7275538307371754, 2.2127677299409085 3.616661926486685, 2.3946115877412426 3.467426529147487, 2.5438469850804397 3.285582671347152, 2.6547388893309285 3.0781185105617364, 2.7230257868012604 2.853006778142982, 2.746083450317383 2.618898391723633))"
,POINT (1.5460834503173828 4.421770095825195)
,"POLYGON ((2.746083450317383 4.421770095825195, 2.7230257868012595 4.187661709405841, 2.654738889330927 3.9625499769870878, 2.543846985080437 3.7550858162016727, 2.39461158774124 3.573241958401338, 2.2127677299409054 3.424006561062141, 2.0053035691554904 3.313114656811651, 1.7801918367367369 3.2448277593413186, 1.5460834503173828 3.221770095825195, 1.311975063898029 3.2448277593413186, 1.0868633314792753 3.313114656811651, 0.8793991706938605 3.424006561062141, 0.6975553128935259 3.573241958401338, 0.5483199155543285 3.7550858162016727, 0.4374280113038387 3.9625499769870878, 0.3691411138335061 4.187661709405842, 0.3460834503173829 4.421770095825196, 0.3691411138335066 4.6558784822445505, 0.4374280113038393 4.880990214663305, 0.5483199155543295 5.08845437544872, 0.6975553128935272 5.270298233249053, 0.879399170693862 5.41953363058825, 1.0868633314792775 5.5304255348387406, 1.3119750638980316 5.598712432309072, 1.5460834503173857 5.6217700958251955, 1.78019183673674 5.598712432309071, 2.005303569155494 5.530425534838738, 2.2127677299409085 5.419533630588248, 2.3946115877412426 5.27029823324905, 2.5438469850804397 5.088454375448714, 2.6547388893309285 4.880990214663299, 2.7230257868012604 4.655878482244544, 2.746083450317383 4.421770095825195))"
,POINT (1.5460834503173828 4.421876907348633)
,"POLYGON ((2.746083450317383 4.421876907348633, 2.7230257868012595 4.1877685209292785, 2.654738889330927 3.9626567885105253, 2.543846985080437 3.75519262772511, 2.39461158774124 3.5733487699247757, 2.2127677299409054 3.4241133725855786, 2.0053035691554904 3.3132214683350885, 1.7801918367367369 3.244934570864756, 1.5460834503173828 3.2218769073486326, 1.311975063898029 3.244934570864756, 1.0868633314792753 3.3132214683350885, 0.8793991706938605 3.4241133725855786, 0.6975553128935259 3.5733487699247757, 0.5483199155543285 3.75519262772511, 0.4374280113038387 3.9626567885105253, 0.3691411138335061 4.187768520929279, 0.3460834503173829 4.421876907348634, 0.3691411138335066 4.655985293767988, 0.4374280113038393 4.881097026186742, 0.5483199155543295 5.088561186972157, 0.6975553128935272 5.270405044772491, 0.879399170693862 5.419640442111688, 1.0868633314792775 5.530532346362178, 1.3119750638980316 5.5988192438325095, 1.5460834503173857 5.621876907348633, 1.78019183673674 5.598819243832509, 2.005303569155494 5.530532346362175, 2.2127677299409085 5.419640442111685, 2.3946115877412426 5.270405044772487, 2.5438469850804397 5.088561186972152, 2.6547388893309285 4.881097026186737, 2.7230257868012604 4.655985293767982, 2.746083450317383 4.421876907348633))"
,POINT (4.113100051879883 4.421876907348633)
,"POLYGON ((5.313100051879883 4.421876907348633, 5.2900423883637595 4.1877685209292785, 5.221755490893427 3.9626567885105253, 5.110863586642937 3.75519262772511, 4.96162818930374 3.5733487699247757, 4.779784331503405 3.4241133725855786, 4.57232017071799 3.3132214683350885, 4.347208438299237 3.244934570864756, 4.113100051879883 3.2218769073486326, 3.878991665460529 3.244934570864756, 3.6538799330417753 3.3132214683350885, 3.4464157722563606 3.4241133725855786, 3.2645719144560257 3.5733487699247757, 3.1153365171168286 3.75519262772511, 3.0044446128663385 3.9626567885105253, 2.936157715396006 4.187768520929279, 2.9131000518798826 4.421876907348634, 2.9361577153960066 4.655985293767988, 3.0044446128663393 4.881097026186742, 3.1153365171168295 5.088561186972157, 3.2645719144560275 5.270405044772491, 3.446415772256362 5.419640442111688, 3.6538799330417775 5.530532346362178, 3.8789916654605316 5.5988192438325095, 4.1131000518798855 5.621876907348633, 4.34720843829924 5.598819243832509, 4.572320170717994 5.530532346362175, 4.779784331503409 5.419640442111685, 4.961628189303743 5.270405044772487, 5.11086358664294 5.088561186972152, 5.221755490893429 4.881097026186737, 5.29004238836376 4.655985293767982, 5.313100051879883 4.421876907348633))"
,POINT (4.113100051879883 2.618898391723633)
,"POLYGON ((5.313100051879883 2.618898391723633, 5.2900423883637595 2.384790005304279, 5.221755490893427 2.1596782728855253, 5.110863586642937 1.9522141121001102, 4.96162818930374 1.770370254299776, 4.779784331503405 1.6211348569605786, 4.57232017071799 1.5102429527100887, 4.347208438299237 1.4419560552397563, 4.113100051879883 1.4188983917236329, 3.878991665460529 1.4419560552397563, 3.6538799330417753 1.5102429527100887, 3.4464157722563606 1.6211348569605786, 3.2645719144560257 1.7703702542997757, 3.1153365171168286 1.9522141121001102, 3.0044446128663385 2.1596782728855253, 2.936157715396006 2.3847900053042794, 2.9131000518798826 2.6188983917236337, 2.9361577153960066 2.853006778142988, 3.0044446128663393 3.0781185105617417, 3.1153365171168295 3.2855826713471568, 3.2645719144560275 3.4674265291474913, 3.446415772256362 3.6166619264866884, 3.6538799330417775 3.727553830737178, 3.8789916654605316 3.7958407282075095, 4.1131000518798855 3.818898391723633, 4.34720843829924 3.7958407282075086, 4.572320170717994 3.7275538307371754, 4.779784331503409 3.616661926486685, 4.961628189303743 3.467426529147487, 5.11086358664294 3.285582671347152, 5.221755490893429 3.0781185105617364, 5.29004238836376 2.853006778142982, 5.313100051879883 2.618898391723633))"
,POINT (6.784303665161133 -0.3280029296875)
,"POLYGON ((7.984303665161133 -0.3280029296875, 7.9612460016450095 -0.5621113161068538, 7.892959104174677 -0.7872230485256078, 7.782067199924187 -0.9946872093110226, 7.63283180258499 -1.176531067111357, 7.450987944784655 -1.3257664644505542, 7.24352378399924 -1.4366583687010441, 7.018412051580487 -1.5049452661713765, 6.784303665161133 -1.5280029296875, 6.5501952787417785 -1.5049452661713765, 6.325083546323025 -1.4366583687010441, 6.11761938553761 -1.3257664644505542, 5.935775527737276 -1.1765310671113571, 5.786540130398079 -0.9946872093110226, 5.6756482261475885 -0.7872230485256073, 5.607361328677256 -0.5621113161068533, 5.584303665161133 -0.3280029296874991, 5.607361328677257 -0.0938945432681449, 5.675648226147589 0.131217189150609, 5.7865401303980795 0.3386813499360241, 5.9357755277372775 0.5205252077363584, 6.117619385537612 0.6697606050755555, 6.325083546323027 0.780652509326045, 6.550195278741781 0.8489394067963769, 6.7843036651611355 0.8719970703125, 7.01841205158049 0.8489394067963758, 7.243523783999244 0.7806525093260428, 7.450987944784659 0.6697606050755521, 7.632831802584993 0.5205252077363541, 7.78206719992419 0.3386813499360192, 7.892959104174679 0.1312171891506035, 7.96124600164501 -0.0938945432681508, 7.984303665161133 -0.3280029296875))"
,POINT (4.980531692504883 -0.3280029296875)
,"POLYGON ((6.180531692504883 -0.3280029296875, 6.1574740289887595 -0.5621113161068538, 6.089187131518427 -0.7872230485256078, 5.978295227267937 -0.9946872093110226, 5.82905982992874 -1.176531067111357, 5.647215972128405 -1.3257664644505542, 5.43975181134299 -1.4366583687010441, 5.214640078924237 -1.5049452661713765, 4.980531692504883 -1.5280029296875, 4.7464233060855285 -1.5049452661713765, 4.521311573666775 -1.4366583687010441, 4.31384741288136 -1.3257664644505542, 4.132003555081026 -1.1765310671113571, 3.9827681577418286 -0.9946872093110226, 3.8718762534913385 -0.7872230485256073, 3.803589356021006 -0.5621113161068533, 3.7805316925048826 -0.3280029296874991, 3.8035893560210066 -0.0938945432681449, 3.8718762534913393 0.131217189150609, 3.9827681577418295 0.3386813499360241, 4.1320035550810275 0.5205252077363584, 4.313847412881362 0.6697606050755555, 4.521311573666777 0.780652509326045, 4.746423306085531 0.8489394067963769, 4.9805316925048855 0.8719970703125, 5.21464007892424 0.8489394067963758, 5.439751811342994 0.7806525093260428, 5.647215972128409 0.6697606050755521, 5.829059829928743 0.5205252077363541, 5.97829522726794 0.3386813499360192, 6.089187131518429 0.1312171891506035, 6.15747402898876 -0.0938945432681508, 6.180531692504883 -0.3280029296875))"
,POINT (4.980531692504883 1.4747982025146484)
,"POLYGON ((6.180531692504883 1.4747982025146484, 6.1574740289887595 1.2406898160952946, 6.089187131518427 1.0155780836765407, 5.978295227267937 0.8081139228911258, 5.82905982992874 0.6262700650907915, 5.647215972128405 0.4770346677515942, 5.43975181134299 0.3661427635011043, 5.214640078924237 0.297855866030772, 4.980531692504883 0.2747982025146485, 4.7464233060855285 0.297855866030772, 4.521311573666775 0.3661427635011043, 4.31384741288136 0.4770346677515941, 4.132003555081026 0.6262700650907914, 3.9827681577418286 0.8081139228911258, 3.8718762534913385 1.0155780836765411, 3.803589356021006 1.2406898160952953, 3.7805316925048826 1.4747982025146493, 3.8035893560210066 1.7089065889340036, 3.8718762534913393 1.9340183213527575, 3.9827681577418295 2.1414824821381724, 4.1320035550810275 2.323326339938507, 4.313847412881362 2.472561737277704, 4.521311573666777 2.5834536415281937, 4.746423306085531 2.651740538998525, 4.9805316925048855 2.6747982025146486, 5.21464007892424 2.6517405389985242, 5.439751811342994 2.583453641528191, 5.647215972128409 2.4725617372777005, 5.829059829928743 2.3233263399385025, 5.97829522726794 2.1414824821381675, 6.089187131518429 1.934018321352752, 6.15747402898876 1.7089065889339976, 6.180531692504883 1.4747982025146484))"
,POINT (4.980531692504883 1.4749164581298828)
,"POLYGON ((6.180531692504883 1.4749164581298828, 6.1574740289887595 1.240808071710529, 6.089187131518427 1.015696339291775, 5.978295227267937 0.8082321785063602, 5.82905982992874 0.6263883207060259, 5.647215972128405 0.4771529233668286, 5.43975181134299 0.3662610191163387, 5.214640078924237 0.2979741216460063, 4.980531692504883 0.2749164581298829, 4.7464233060855285 0.2979741216460063, 4.521311573666775 0.3662610191163387, 4.31384741288136 0.4771529233668285, 4.132003555081026 0.6263883207060258, 3.9827681577418286 0.8082321785063602, 3.8718762534913385 1.0156963392917755, 3.803589356021006 1.2408080717105296, 3.7805316925048826 1.4749164581298837, 3.8035893560210066 1.709024844549238, 3.8718762534913393 1.934136576967992, 3.9827681577418295 2.1416007377534068, 4.1320035550810275 2.3234445955537413, 4.313847412881362 2.4726799928929384, 4.521311573666777 2.583571897143428, 4.746423306085531 2.6518587946137595, 4.9805316925048855 2.674916458129883, 5.21464007892424 2.6518587946137586, 5.439751811342994 2.5835718971434254, 5.647215972128409 2.472679992892935, 5.829059829928743 2.323444595553737, 5.97829522726794 2.141600737753402, 6.089187131518429 1.9341365769679864, 6.15747402898876 1.709024844549232, 6.180531692504883 1.4749164581298828))"
,POINT (6.784303665161133 1.4749164581298828)
,"POLYGON ((7.984303665161133 1.4749164581298828, 7.9612460016450095 1.240808071710529, 7.892959104174677 1.015696339291775, 7.782067199924187 0.8082321785063602, 7.63283180258499 0.6263883207060259, 7.450987944784655 0.4771529233668286, 7.24352378399924 0.3662610191163387, 7.018412051580487 0.2979741216460063, 6.784303665161133 0.2749164581298829, 6.5501952787417785 0.2979741216460063, 6.325083546323025 0.3662610191163387, 6.11761938553761 0.4771529233668285, 5.935775527737276 0.6263883207060258, 5.786540130398079 0.8082321785063602, 5.6756482261475885 1.0156963392917755, 5.607361328677256 1.2408080717105296, 5.584303665161133 1.4749164581298837, 5.607361328677257 1.709024844549238, 5.675648226147589 1.934136576967992, 5.7865401303980795 2.1416007377534068, 5.9357755277372775 2.3234445955537413, 6.117619385537612 2.4726799928929384, 6.325083546323027 2.583571897143428, 6.550195278741781 2.6518587946137595, 6.7843036651611355 2.674916458129883, 7.01841205158049 2.6518587946137586, 7.243523783999244 2.5835718971434254, 7.450987944784659 2.472679992892935, 7.632831802584993 2.323444595553737, 7.78206719992419 2.141600737753402, 7.892959104174679 1.9341365769679864, 7.96124600164501 1.709024844549232, 7.984303665161133 1.4749164581298828))"
,POINT (6.784303665161133 -0.3280029296875)
,"POLYGON ((7.984303665161133 -0.3280029296875, 7.9612460016450095 -0.5621113161068538, 7.892959104174677 -0.7872230485256078, 7.782067199924187 -0.9946872093110226, 7.63283180258499 -1.176531067111357, 7.450987944784655 -1.3257664644505542, 7.24352378399924 -1.4366583687010441, 7.018412051580487 -1.5049452661713765, 6.784303665161133 -1.5280029296875, 6.5501952787417785 -1.5049452661713765, 6.325083546323025 -1.4366583687010441, 6.11761938553761 -1.3257664644505542, 5.935775527737276 -1.1765310671113571, 5.786540130398079 -0.9946872093110226, 5.6756482261475885 -0.7872230485256073, 5.607361328677256 -0.5621113161068533, 5.584303665161133 -0.3280029296874991, 5.607361328677257 -0.0938945432681449, 5.675648226147589 0.131217189150609, 5.7865401303980795 0.3386813499360241, 5.9357755277372775 0.5205252077363584, 6.117619385537612 0.6697606050755555, 6.325083546323027 0.780652509326045, 6.550195278741781 0.8489394067963769, 6.7843036651611355 0.8719970703125, 7.01841205158049 0.8489394067963758, 7.243523783999244 0.7806525093260428, 7.450987944784659 0.6697606050755521, 7.632831802584993 0.5205252077363541, 7.78206719992419 0.3386813499360192, 7.892959104174679 0.1312171891506035, 7.96124600164501 -0.0938945432681508, 7.984303665161133 -0.3280029296875))"
,POINT (8.468690872192383 3.423891067504883)
,"POLYGON ((9.668690872192382 3.423891067504883, 9.645633208676259 3.189782681085529, 9.577346311205927 2.9646709486667753, 9.466454406955437 2.75720678788136, 9.31721900961624 2.5753629300810257, 9.135375151815905 2.4261275327418286, 8.92791099103049 2.3152356284913385, 8.702799258611737 2.246948731021006, 8.468690872192383 2.2238910675048826, 8.234582485773029 2.246948731021006, 8.009470753354275 2.3152356284913385, 7.80200659256886 2.4261275327418286, 7.620162734768526 2.5753629300810257, 7.470927337429329 2.75720678788136, 7.3600354331788385 2.9646709486667753, 7.291748535708506 3.1897826810855294, 7.268690872192383 3.4238910675048837, 7.291748535708507 3.657999453924238, 7.360035433178839 3.8831111863429917, 7.4709273374293295 4.090575347128407, 7.6201627347685275 4.272419204928741, 7.802006592568862 4.421654602267938, 8.009470753354277 4.532546506518428, 8.234582485773032 4.6008334039887595, 8.468690872192386 4.623891067504883, 8.70279925861174 4.600833403988759, 8.927910991030494 4.532546506518425, 9.135375151815909 4.421654602267935, 9.317219009616243 4.272419204928737, 9.466454406955439 4.090575347128402, 9.577346311205929 3.8831111863429864, 9.64563320867626 3.657999453924232, 9.668690872192382 3.423891067504883))"
,POINT (4.517518997192383 3.423891067504883)
,"POLYGON ((5.717518997192383 3.423891067504883, 5.6944613336762595 3.189782681085529, 5.626174436205927 2.9646709486667753, 5.515282531955437 2.75720678788136, 5.36604713461624 2.5753629300810257, 5.184203276815905 2.4261275327418286, 4.97673911603049 2.3152356284913385, 4.751627383611737 2.246948731021006, 4.517518997192383 2.2238910675048826, 4.2834106107730285 2.246948731021006, 4.058298878354275 2.3152356284913385, 3.8508347175688606 2.4261275327418286, 3.6689908597685257 2.5753629300810257, 3.5197554624293286 2.75720678788136, 3.4088635581788385 2.9646709486667753, 3.340576660708506 3.1897826810855294, 3.3175189971923826 3.4238910675048837, 3.3405766607085066 3.657999453924238, 3.4088635581788393 3.8831111863429917, 3.5197554624293295 4.090575347128407, 3.6689908597685275 4.272419204928741, 3.850834717568862 4.421654602267938, 4.058298878354277 4.532546506518428, 4.283410610773031 4.6008334039887595, 4.5175189971923855 4.623891067504883, 4.75162738361174 4.600833403988759, 4.976739116030494 4.532546506518425, 5.184203276815909 4.421654602267935, 5.366047134616243 4.272419204928737, 5.51528253195544 4.090575347128402, 5.626174436205929 3.8831111863429864, 5.69446133367626 3.657999453924232, 5.717518997192383 3.423891067504883))"
,POINT (4.517518997192383 5.106691360473633)
,"POLYGON ((5.717518997192383 5.106691360473633, 5.6944613336762595 4.8725829740542785, 5.626174436205927 4.647471241635525, 5.515282531955437 4.44000708085011, 5.36604713461624 4.258163223049776, 5.184203276815905 4.108927825710579, 4.97673911603049 3.9980359214600885, 4.751627383611737 3.929749023989756, 4.517518997192383 3.9066913604736326, 4.2834106107730285 3.929749023989756, 4.058298878354275 3.9980359214600885, 3.8508347175688606 4.108927825710579, 3.6689908597685257 4.258163223049776, 3.5197554624293286 4.44000708085011, 3.4088635581788385 4.647471241635525, 3.340576660708506 4.872582974054279, 3.3175189971923826 5.106691360473634, 3.3405766607085066 5.340799746892988, 3.4088635581788393 5.565911479311742, 3.5197554624293295 5.773375640097157, 3.6689908597685275 5.955219497897491, 3.850834717568862 6.104454895236688, 4.058298878354277 6.215346799487178, 4.283410610773031 6.2836336969575095, 4.5175189971923855 6.306691360473633, 4.75162738361174 6.283633696957509, 4.976739116030494 6.215346799487175, 5.184203276815909 6.104454895236685, 5.366047134616243 5.955219497897487, 5.51528253195544 5.773375640097152, 5.626174436205929 5.565911479311737, 5.69446133367626 5.340799746892982, 5.717518997192383 5.106691360473633))"
,POINT (8.468690872192383 5.106691360473633)
